state_code,state,county,value,population,fips,measure_id
GA,Georgia,Quitman,28.3,2243,13239,GHLTH
NM,New Mexico,Luna,4.7,25532,35029,KIDNEY
MI,Michigan,Leelanau,9.1,22623,26089,COGNITION
MN,Minnesota,Cottonwood,8.5,11569,27033,ACCESS2
NE,Nebraska,Wayne,23.5,9784,31179,LPA
IA,Iowa,Ida,15.3,6956,19093,GHLTH
KS,Kansas,Barton,29.1,25216,20009,ARTHRITIS
KY,Kentucky,Grant,18.3,25244,21081,MHLTH
OR,Oregon,Lane,20.9,383189,41039,LPA
ND,North Dakota,Bowman,31,2903,38011,ARTHRITIS
OH,Ohio,Crawford,4,41754,39033,STROKE
OK,Oklahoma,McClain,17.5,43516,40087,GHLTH
CO,Colorado,San Juan,11.4,733,08111,PHLTH
OH,Ohio,Hamilton,26.2,826139,39061,LPA
OR,Oregon,Crook,5,25739,41013,VISION
OK,Oklahoma,Greer,22.8,5487,40055,DEPRESSION
AL,Alabama,Franklin,33.6,32013,01059,ARTHRITIS
GA,Georgia,Cobb,4.9,766802,13067,HEARING
IA,Iowa,Hardin,7.3,16708,19083,CHD
NM,New Mexico,Lincoln,4.4,20436,35027,KIDNEY
KY,Kentucky,Nicholas,8.7,7712,21181,CHD
PA,Pennsylvania,Butler,76.8,194273,42019,CHECKUP
IL,Illinois,De Witt,35.8,15341,17039,DISABILITY
CO,Colorado,Delta,4.2,31661,08029,STROKE
NJ,New Jersey,Morris,17.6,510981,34027,DEPRESSION
CO,Colorado,Prowers,7.1,11996,08099,CHD
GA,Georgia,Stewart,38.4,5341,13259,DISABILITY
MS,Mississippi,Wayne,10.8,19709,28153,CASTHMA
KS,Kansas,McPherson,11,30146,20113,DIABETES
GA,Georgia,Turner,41.7,8966,13287,DISABILITY
AL,Alabama,Baldwin,3.5,239294,01003,STROKE
NC,North Carolina,Warren,87.7,18762,37185,CHOLSCREEN
NC,North Carolina,Pitt,39,172169,37147,OBESITY
NE,Nebraska,Sheridan,4.3,5095,31161,STROKE
NE,Nebraska,Logan,29.3,687,31113,ARTHRITIS
NY,New York,Columbia,88.6,61778,36021,CHOLSCREEN
ND,North Dakota,Barnes,10.7,10806,38003,DIABETES
OH,Ohio,Madison,16.3,44386,39097,MHLTH
KS,Kansas,Grant,23.5,7324,20067,ARTHRITIS
OH,Ohio,Sandusky,20.1,58715,39143,CSMOKING
PA,Pennsylvania,Greene,34.7,35369,42059,BPHIGH
MS,Mississippi,Yalobusha,18.5,12415,28161,COGNITION
KS,Kansas,Barton,10.1,25216,20009,CASTHMA
KY,Kentucky,Casey,10.3,15866,21045,CHD
OH,Ohio,Monroe,14.8,13329,39111,PHLTH
KY,Kentucky,Henderson,9.9,44329,21101,HEARING
AR,Arkansas,Sharp,27.7,17622,05135,DEPRESSION
MO,Missouri,Macon,9.7,15183,29121,CASTHMA
AR,Arkansas,Faulkner,18.1,125106,05045,MHLTH
OH,Ohio,Licking,8.1,180401,39089,COPD
MN,Minnesota,Redwood,7.6,15366,27127,CHD
MO,Missouri,Iron,21.7,9408,29093,MOBILITY
MI,Michigan,Crawford,41.2,13204,26039,HIGHCHOL
AR,Arkansas,Hempstead,83.7,19694,05057,CHOLSCREEN
NH,New Hampshire,Cheshire,9.3,77329,33005,DIABETES
NV,Nevada,Carson City,13.7,58993,32510,COGNITION
CA,California,Monterey,20.5,437325,06053,GHLTH
NJ,New Jersey,Cape May,14.6,95661,34009,MOBILITY
IL,Illinois,Clark,35.2,15300,17023,BPHIGH
NV,Nevada,Lander,20.9,5798,32015,DEPRESSION
KY,Kentucky,Scott,26.1,58252,21209,ARTHRITIS
MS,Mississippi,Webster,22.1,9983,28155,GHLTH
MT,Montana,Blaine,75.3,6980,30005,BPMED
NC,North Carolina,Halifax,33.9,48272,37083,LPA
OR,Oregon,Benton,10.6,96017,41003,CASTHMA
IL,Illinois,Alexander,39.3,5030,17003,LPA
CA,California,Alpine,6.9,1235,06003,INDEPLIVE
OK,Oklahoma,Okmulgee,21.4,36843,40111,MOBILITY
KY,Kentucky,Clinton,29.2,9265,21053,GHLTH
AL,Alabama,Lauderdale,4.1,94043,01077,SELFCARE
IN,Indiana,Jay,15.3,20248,18075,COGNITION
IA,Iowa,Iowa,35.6,16568,19095,HIGHCHOL
NC,North Carolina,Rutherford,6.6,64586,37161,VISION
MS,Mississippi,Alcorn,33.6,34349,28003,ARTHRITIS
MO,Missouri,Osage,15.7,13379,29151,MHLTH
CO,Colorado,Kiowa,4.3,1452,08061,SELFCARE
AR,Arkansas,Desha,11.1,11090,05041,CASTHMA
ID,Idaho,Elmore,32.1,28827,16039,BPHIGH
LA,Louisiana,Rapides,9.7,128654,22079,ACCESS2
IA,Iowa,Marion,3.5,33380,19125,VISION
NC,North Carolina,Camden,13.8,10835,37029,MOBILITY
MS,Mississippi,Lauderdale,7.8,72088,28075,VISION
ND,North Dakota,Griggs,75.4,2281,38039,CHECKUP
ME,Maine,Knox,9,41084,23013,HEARING
OR,Oregon,Douglas,83.5,111978,41019,CHOLSCREEN
MN,Minnesota,Itasca,7.8,45070,27061,CHD
MO,Missouri,St. Louis,85.3,997187,29189,CHOLSCREEN
KY,Kentucky,Jackson,29.3,12984,21109,DEPRESSION
NC,North Carolina,Rockingham,20,91266,37157,GHLTH
ID,Idaho,Adams,14.5,4625,16003,PHLTH
IL,Illinois,Stark,8,5294,17175,CHD
IA,Iowa,Tama,42.6,16867,19171,OBESITY
NE,Nebraska,Douglas,78.1,585008,31055,BPMED
PA,Pennsylvania,Clearfield,37.4,80082,42033,OBESITY
IA,Iowa,Lee,7.2,33215,19111,CHD
OK,Oklahoma,Cotton,11.4,5480,40033,CASTHMA
OH,Ohio,Meigs,38.7,22049,39105,DISABILITY
KS,Kansas,Atchison,20.8,16239,20005,DEPRESSION
AR,Arkansas,Arkansas,20.8,16722,05001,CSMOKING
MS,Mississippi,Pike,15.1,39973,28113,ACCESS2
MS,Mississippi,Tunica,16,9696,28143,PHLTH
NC,North Carolina,Chowan,37.7,13722,37041,DISABILITY
MS,Mississippi,Yazoo,16.8,26373,28163,DIABETES
OH,Ohio,Greene,14.5,168412,39057,GHLTH
IL,Illinois,McLean,6.4,170889,17113,CANCER
MO,Missouri,Jefferson,2.9,227771,29099,KIDNEY
AK,Alaska,Bethel,5.2,18557,02050,CANCER
OK,Oklahoma,Sequoyah,26.7,39508,40135,GHLTH
NC,North Carolina,Tyrrell,14.5,3254,37177,PHLTH
IA,Iowa,Plymouth,13,25650,19149,GHLTH
AL,Alabama,Choctaw,21.5,12533,01023,DEPRESSION
NE,Nebraska,Sioux,85.4,1143,31165,BPMED
OH,Ohio,Gallia,8.3,29158,39053,HEARING
ND,North Dakota,Rolette,4.9,12048,38079,STROKE
GA,Georgia,Forsyth,10.3,260206,13117,CSMOKING
KS,Kansas,Harper,12.8,5331,20077,ACCESS2
MN,Minnesota,Todd,8.9,25237,27153,CANCER
IA,Iowa,Audubon,82.7,5635,19009,BPMED
IA,Iowa,Page,80.2,15197,19145,BPMED
NE,Nebraska,Richardson,40.1,7759,31147,BPHIGH
GA,Georgia,Quitman,45.8,2243,13239,HIGHCHOL
AK,Alaska,Kenai Peninsula,72.7,59767,02122,BPMED
CO,Colorado,Otero,9.9,18594,08089,INDEPLIVE
ID,Idaho,Blaine,8,24766,16013,CANCER
IN,Indiana,Huntington,30.8,36717,18069,DISABILITY
MN,Minnesota,Steele,26.2,37349,27147,ARTHRITIS
NM,New Mexico,Curry,14.6,47999,35009,MOBILITY
PA,Pennsylvania,Crawford,5.4,83351,42039,VISION
MS,Mississippi,Walthall,6.6,13836,28147,SELFCARE
GA,Georgia,Walker,78.8,68510,13295,BPMED
MT,Montana,Garfield,29.7,1209,30033,ARTHRITIS
IA,Iowa,Jasper,26.1,37764,19099,DISABILITY
KS,Kansas,Miami,33.1,34593,20121,BPHIGH
AR,Arkansas,Cleveland,10,7514,05025,INDEPLIVE
PA,Pennsylvania,Erie,16.2,269011,42049,MHLTH
NC,North Carolina,Tyrrell,29.9,3254,37177,LPA
MT,Montana,Gallatin,11.5,122713,30031,CSMOKING
KY,Kentucky,Green,45.8,11291,21087,BPHIGH
KY,Kentucky,Powell,11.5,13133,21197,CASTHMA
KY,Kentucky,Knox,12.7,29909,21121,CASTHMA
ID,Idaho,Canyon,26,243115,16027,LPA
ND,North Dakota,Rolette,30,12048,38079,CSMOKING
MS,Mississippi,Harrison,6.9,209396,28047,CHD
NE,Nebraska,Keya Paha,43.6,787,31103,BPHIGH
MN,Minnesota,Kandiyohi,20.9,43767,27067,DEPRESSION
MS,Mississippi,Clay,8.4,18535,28025,HEARING
NV,Nevada,Lyon,4.1,60903,32019,SELFCARE
ND,North Dakota,Burleigh,10.2,98933,38015,COGNITION
IN,Indiana,LaPorte,38.8,112390,18091,HIGHCHOL
MA,Massachusetts,Worcester,6.7,862029,25027,INDEPLIVE
LA,Louisiana,Lafourche,19.3,97504,22057,MHLTH
MN,Minnesota,Dodge,10.2,20935,27039,MOBILITY
IL,Illinois,LaSalle,79.8,108965,17099,BPMED
IN,Indiana,Tipton,12.6,15372,18159,PHLTH
KS,Kansas,Stafford,8,4034,20185,INDEPLIVE
MO,Missouri,Cooper,16.4,17115,29053,BINGE
KS,Kansas,Cowley,8.7,34496,20035,HEARING
OH,Ohio,Pickaway,21,59333,39129,CSMOKING
MI,Michigan,Schoolcraft,27.9,8030,26153,LPA
NE,Nebraska,Phelps,10.3,8937,31137,COGNITION
AL,Alabama,Houston,9,107458,01069,COPD
MN,Minnesota,Clearwater,26.8,8576,27029,LPA
KY,Kentucky,Carroll,13.8,10863,21041,BINGE
ND,North Dakota,Richland,21.2,16560,38077,BINGE
CA,California,Kings,12,153443,06031,DIABETES
AL,Alabama,Elmore,14.2,89304,01051,COGNITION
IA,Iowa,Emmet,11.9,9321,19063,COGNITION
IA,Iowa,Dallas,18.3,103796,19049,DISABILITY
CO,Colorado,Las Animas,14.3,14633,08071,COGNITION
GA,Georgia,Oconee,10.5,43023,13219,MOBILITY
ME,Maine,Waldo,8.9,39912,23027,CANCER
AR,Arkansas,Chicot,35.8,10019,05017,ARTHRITIS
ND,North Dakota,Sheridan,34.9,1268,38083,OBESITY
AL,Alabama,Bullock,14.5,10320,01011,INDEPLIVE
AL,Alabama,Baldwin,7.4,239294,01003,CHD
IA,Iowa,Jefferson,26.7,15647,19101,LPA
KY,Kentucky,Boone,2.7,137412,21015,STROKE
IA,Iowa,O'Brien,18.2,14015,19141,BINGE
MD,Maryland,Baltimore,6.5,849316,24005,INDEPLIVE
MO,Missouri,Monroe,4.3,8712,29137,STROKE
MS,Mississippi,Issaquena,32.2,1280,28055,GHLTH
MS,Mississippi,Lauderdale,15.5,72088,28075,DIABETES
AZ,Arizona,Apache,9.7,65623,04001,CHD
OR,Oregon,Lane,8,383189,41039,ACCESS2
NE,Nebraska,Holt,14.2,10049,31089,MOBILITY
MN,Minnesota,Wright,2.5,144845,27171,STROKE
AR,Arkansas,Jefferson,7.6,65861,05069,VISION
KS,Kansas,Bourbon,11.7,14323,20011,PHLTH
GA,Georgia,Taliaferro,41.8,1558,13265,OBESITY
KS,Kansas,Johnson,7,613219,20091,CANCER
MN,Minnesota,Beltrami,6.6,46380,27007,CHD
NM,New Mexico,Sandoval,7,151369,35043,CANCER
IN,Indiana,Warrick,86.1,64514,18173,CHOLSCREEN
OR,Oregon,Douglas,13.7,111978,41019,PHLTH
OR,Oregon,Polk,11.6,89164,41053,PHLTH
MI,Michigan,Iosco,38.1,25369,26069,ARTHRITIS
IA,Iowa,Cherokee,17.1,11503,19035,DEPRESSION
NV,Nevada,Nye,40.9,53450,32023,DISABILITY
KS,Kansas,Kiowa,75.2,2392,20097,CHECKUP
AL,Alabama,Marion,41.7,29246,01093,HIGHCHOL
OR,Oregon,Klamath,35.3,70164,41035,OBESITY
OH,Ohio,Mercer,14.4,42309,39107,MOBILITY
GA,Georgia,Telfair,9.3,12414,13271,CHD
LA,Louisiana,Franklin,16.8,19668,22041,DIABETES
IL,Illinois,Cook,76.8,5173146,17031,CHECKUP
MO,Missouri,Mississippi,43.4,12538,29133,DISABILITY
MS,Mississippi,Pontotoc,37.8,31445,28115,DISABILITY
KS,Kansas,Wyandotte,10.5,167046,20209,CASTHMA
MN,Minnesota,Morrison,4.4,33992,27097,VISION
MS,Mississippi,Pontotoc,18.7,31445,28115,MOBILITY
GA,Georgia,Cook,4.5,17225,13075,STROKE
IN,Indiana,Dearborn,29.4,50816,18029,DISABILITY
KY,Kentucky,Rowan,9.7,24861,21205,COPD
CO,Colorado,Summit,7,30941,08117,DIABETES
NE,Nebraska,Kimball,17.9,3412,31105,CSMOKING
KS,Kansas,Miami,3,34593,20121,KIDNEY
IA,Iowa,Plymouth,3.1,25650,19149,STROKE
AZ,Arizona,Maricopa,13.2,4496588,04013,COGNITION
NE,Nebraska,Pierce,3.9,7313,31139,VISION
NY,New York,Rockland,3.2,339227,36087,KIDNEY
MN,Minnesota,Yellow Medicine,7.1,9411,27173,COPD
AZ,Arizona,Santa Cruz,4.5,47883,04023,KIDNEY
KY,Kentucky,Cumberland,11.7,5879,21057,BINGE
GA,Georgia,Tattnall,76.2,23052,13267,CHECKUP
GA,Georgia,Burke,7.3,24310,13033,CHD
GA,Georgia,Paulding,15.4,173780,13223,GHLTH
MT,Montana,Yellowstone,10.2,167146,30111,CASTHMA
OH,Ohio,Vinton,26.9,12696,39163,DEPRESSION
GA,Georgia,Appling,10.9,18488,13001,COPD
ME,Maine,Washington,37.1,31121,23029,OBESITY
OK,Oklahoma,Beckham,6.3,22046,40009,VISION
ND,North Dakota,Ward,8.2,69071,38101,ACCESS2
GA,Georgia,Gwinnett,5,964546,13135,VISION
NM,New Mexico,Dona Ana,7.8,221508,35013,VISION
KY,Kentucky,Logan,13.6,27771,21141,BINGE
OR,Oregon,Multnomah,26.4,803377,41051,DISABILITY
NY,New York,Schoharie,29.8,29863,36095,DISABILITY
CO,Colorado,San Juan,3.3,733,08111,STROKE
MS,Mississippi,Grenada,18.5,21365,28043,COGNITION
GA,Georgia,Hall,7.1,207369,13139,COPD
NY,New York,Wayne,26.9,90923,36117,LPA
AR,Arkansas,Grant,11.4,18090,05053,DIABETES
ID,Idaho,Lewis,9.8,3715,16061,INDEPLIVE
GA,Georgia,Webster,41.3,2367,13307,DISABILITY
GA,Georgia,Henry,38.4,245235,13151,OBESITY
AZ,Arizona,Maricopa,5.8,4496588,04013,CHD
MO,Missouri,Montgomery,22.2,11415,29139,CSMOKING
LA,Louisiana,St. Martin,7.8,51540,22099,HEARING
ND,North Dakota,McHenry,10.9,5249,38049,COGNITION
GA,Georgia,Glascock,7.9,2919,13125,CHD
GA,Georgia,Stewart,73.1,5341,13259,BPMED
NC,North Carolina,Alleghany,37.3,11049,37005,OBESITY
MS,Mississippi,Amite,20.6,12637,28005,DEPRESSION
MS,Mississippi,Sharkey,9.3,3663,28125,HEARING
KY,Kentucky,Carter,13.3,26412,21043,INDEPLIVE
LA,Louisiana,Red River,45.4,7564,22081,BPHIGH
KS,Kansas,Montgomery,9,31156,20125,COPD
CO,Colorado,Douglas,70.2,368990,08035,BPMED
NJ,New Jersey,Somerset,90.4,345647,34035,CHOLSCREEN
GA,Georgia,Columbia,6.6,159639,13073,CANCER
NE,Nebraska,Jefferson,7.9,7176,31095,CHD
OK,Oklahoma,McCurtain,26,30884,40089,DEPRESSION
NJ,New Jersey,Monmouth,3.6,645354,34025,VISION
MI,Michigan,Cass,12.1,51483,26027,DIABETES
GA,Georgia,Pulaski,20.8,9917,13235,MOBILITY
MI,Michigan,Washtenaw,75.1,369390,26161,BPMED
IN,Indiana,Blackford,34.8,12091,18009,ARTHRITIS
ID,Idaho,Franklin,14.5,14666,16041,MOBILITY
MN,Minnesota,Hennepin,4.2,1267416,27053,COPD
KS,Kansas,Labette,18.1,19912,20099,MOBILITY
MN,Minnesota,Traverse,4.8,3286,27155,VISION
MS,Mississippi,Hinds,16.9,222679,28049,COGNITION
IA,Iowa,Lyon,9.1,12011,19119,CASTHMA
ID,Idaho,Madison,31.9,53881,16065,OBESITY
OH,Ohio,Madison,13.5,44386,39097,COGNITION
MI,Michigan,Arenac,86.6,14975,26011,CHOLSCREEN
NC,North Carolina,Cleveland,13.6,100359,37045,ACCESS2
AK,Alaska,Sitka,16.3,8407,02220,CSMOKING
IA,Iowa,Scott,25,174170,19163,ARTHRITIS
CA,California,Siskiyou,13.7,44118,06093,DIABETES
OK,Oklahoma,Mayes,30,39159,40097,ARTHRITIS
MS,Mississippi,Attala,21.9,17742,28007,CSMOKING
OR,Oregon,Marion,4.2,347119,41047,SELFCARE
KY,Kentucky,Lee,10.5,7451,21129,CHD
AL,Alabama,Colbert,7.8,57474,01033,HEARING
ID,Idaho,Owyhee,13.3,12336,16073,DIABETES
MD,Maryland,Howard,77.9,334529,24027,BPMED
AK,Alaska,Hoonah-Angoon,39.4,2332,02105,HIGHCHOL
IN,Indiana,Hancock,2.9,81789,18059,KIDNEY
AR,Arkansas,St. Francis,13,22739,05123,INDEPLIVE
KS,Kansas,Logan,11.6,2722,20109,PHLTH
ND,North Dakota,Towner,16.3,2140,38095,BINGE
KS,Kansas,Finney,33.7,38107,20055,HIGHCHOL
AL,Alabama,Cherokee,9.5,24996,01019,CHD
NM,New Mexico,Chaves,17.1,64629,35005,CSMOKING
CT,Connecticut,Fairfield,12,959768,09001,GHLTH
AR,Arkansas,Izard,10.4,13911,05065,CHD
OK,Oklahoma,Jackson,24.8,24777,40065,ARTHRITIS
OR,Oregon,Linn,28.6,129839,41043,ARTHRITIS
AL,Alabama,Cullman,24.3,89496,01043,DEPRESSION
AR,Arkansas,Searcy,42.5,7880,05129,DISABILITY
NE,Nebraska,Polk,82.2,5174,31143,CHOLSCREEN
IL,Illinois,Peoria,78.7,179432,17143,CHECKUP
OH,Ohio,Hardin,39.9,30621,39065,OBESITY
MO,Missouri,New Madrid,9.1,16035,29143,CHD
MO,Missouri,Phelps,8.7,44937,29161,COPD
OK,Oklahoma,Jefferson,9.8,5438,40067,CHD
KS,Kansas,Montgomery,4,31156,20125,STROKE
NC,North Carolina,Stokes,32.5,44553,37169,ARTHRITIS
AR,Arkansas,Searcy,5.2,7880,05129,STROKE
MI,Michigan,Midland,37.5,83457,26111,HIGHCHOL
NC,North Carolina,Wayne,13,116835,37191,PHLTH
NM,New Mexico,Sandoval,34.9,151369,35043,OBESITY
MO,Missouri,Pettis,3.3,43188,29159,KIDNEY
ID,Idaho,Idaho,79.5,17040,16049,BPMED
AL,Alabama,Jefferson,17.1,667820,01073,MHLTH
OH,Ohio,Preble,16.1,40867,39135,MOBILITY
GA,Georgia,Long,4.9,17152,13183,SELFCARE
MS,Mississippi,Perry,10.5,11571,28111,CASTHMA
CA,California,Marin,28.7,260206,06041,BPHIGH
OK,Oklahoma,Ellis,21.7,3762,40045,GHLTH
NM,New Mexico,Santa Fe,26.2,155201,35049,OBESITY
AZ,Arizona,Gila,69.8,53589,04007,CHECKUP
NH,New Hampshire,Strafford,25.2,132416,33017,DEPRESSION
IL,Illinois,Woodford,9.6,38225,17203,DIABETES
MO,Missouri,Franklin,33.3,105231,29071,DISABILITY
MN,Minnesota,Jackson,7.5,9990,27063,CHD
IL,Illinois,Massac,83.4,13960,17127,CHOLSCREEN
KS,Kansas,Douglas,8.3,119363,20045,DIABETES
IL,Illinois,Wabash,8.1,11202,17185,CHD
LA,Louisiana,Rapides,22,128654,22079,CSMOKING
KY,Kentucky,Todd,25.9,12285,21219,GHLTH
MD,Maryland,Somerset,77,24584,24039,BPMED
ID,Idaho,Teton,5.2,12267,16081,CHD
PA,Pennsylvania,Bedford,8.7,47461,42009,INDEPLIVE
AR,Arkansas,Mississippi,10.6,39661,05093,CASTHMA
ID,Idaho,Gem,7.5,19792,16045,CHD
NY,New York,Chautauqua,8.3,126807,36013,CANCER
IN,Indiana,Knox,74,35956,18083,CHECKUP
IN,Indiana,Decatur,16.1,26320,18031,MHLTH
OH,Ohio,Marion,9.7,65291,39101,ACCESS2
AK,Alaska,Yakutat,33.1,704,02282,DISABILITY
MS,Mississippi,DeSoto,14.9,188633,28033,COGNITION
NJ,New Jersey,Camden,5.6,523771,34007,HEARING
GA,Georgia,Stewart,3.6,5341,13259,KIDNEY
OK,Oklahoma,Harper,4.8,3180,40059,SELFCARE
CT,Connecticut,Middlesex,15.4,164759,09007,BINGE
MS,Mississippi,Pike,21.9,39973,28113,CSMOKING
KY,Kentucky,Marshall,34.1,31748,21157,ARTHRITIS
MI,Michigan,Barry,3.3,62992,26015,STROKE
IL,Illinois,Sangamon,3.7,194734,17167,SELFCARE
GA,Georgia,Muscogee,12.8,205617,13215,PHLTH
AR,Arkansas,Prairie,32.9,8135,05117,LPA
NC,North Carolina,Cabarrus,4.4,231278,37025,VISION
ND,North Dakota,Foster,10.7,3364,38031,COGNITION
LA,Louisiana,Plaquemines,79.1,23303,22075,CHECKUP
AL,Alabama,Perry,8.4,8355,01105,HEARING
MN,Minnesota,St. Louis,8.2,199182,27137,CANCER
IL,Illinois,Marion,15.1,37390,17121,BINGE
MT,Montana,Lewis and Clark,10.6,72223,30049,MOBILITY
KS,Kansas,Republic,4.1,4662,20157,SELFCARE
KS,Kansas,Lincoln,40.8,2903,20105,BPHIGH
ND,North Dakota,Benson,24,5809,38005,GHLTH
CA,California,Mono,26.7,13247,06051,DISABILITY
MN,Minnesota,Polk,7.9,30757,27119,CANCER
IN,Indiana,Steuben,10.1,34632,18151,CASTHMA
KY,Kentucky,Hopkins,18.1,45138,21107,MHLTH
OK,Oklahoma,Garfield,17.7,61926,40047,MOBILITY
MD,Maryland,Kent,33.4,19270,24029,OBESITY
KY,Kentucky,Mercer,39.2,22850,21167,OBESITY
GA,Georgia,Whitfield,6.9,102848,13313,CHD
MI,Michigan,Monroe,41,155274,26115,OBESITY
OH,Ohio,Union,76.3,64971,39159,BPMED
MT,Montana,Broadwater,4.8,7288,30007,VISION
MT,Montana,Phillips,3.8,4192,30071,KIDNEY
OH,Ohio,Monroe,35.4,13329,39111,DISABILITY
LA,Louisiana,Jefferson,12.7,433688,22051,PHLTH
IA,Iowa,Monroe,8.3,7610,19135,CANCER
NC,North Carolina,Perquimans,83.8,13130,37143,BPMED
IL,Illinois,Tazewell,79.4,130413,17179,CHECKUP
NC,North Carolina,Person,34.5,39127,37145,DISABILITY
PA,Pennsylvania,Clarion,7.9,37156,42031,CANCER
IA,Iowa,Sioux,8.9,35893,19167,PHLTH
KY,Kentucky,Simpson,9.6,19718,21213,COPD
MS,Mississippi,Pearl River,7.8,56503,28109,CHD
MA,Massachusetts,Barnstable,20.1,232411,25001,LPA
OK,Oklahoma,Washington,20.8,52772,40147,GHLTH
AL,Alabama,Dale,10.4,49342,01045,CASTHMA
MO,Missouri,Maries,33.7,8406,29125,ARTHRITIS
KS,Kansas,Clay,38,8077,20027,OBESITY
MT,Montana,Petroleum,73.1,519,30069,CHECKUP
MS,Mississippi,Humphreys,84.4,7551,28053,BPMED
NM,New Mexico,Luna,26.6,25532,35029,ARTHRITIS
NE,Nebraska,Wayne,5.5,9784,31179,CHD
PA,Pennsylvania,Blair,10.7,121767,42013,CASTHMA
LA,Louisiana,Claiborne,32.9,14038,22027,ARTHRITIS
MI,Michigan,Arenac,4.1,14975,26011,KIDNEY
KS,Kansas,Harvey,10.9,33817,20079,ACCESS2
IA,Iowa,Jefferson,10.6,15647,19101,PHLTH
AR,Arkansas,Lafayette,19.6,6163,05073,DIABETES
IL,Illinois,Union,31.7,16923,17181,LPA
ID,Idaho,Bingham,3.3,48876,16011,KIDNEY
NV,Nevada,Elko,3,53915,32007,STROKE
AR,Arkansas,Marion,15.2,16978,05089,DIABETES
KY,Kentucky,Shelby,8.5,48461,21211,HEARING
MN,Minnesota,Waseca,6.8,19000,27161,INDEPLIVE
KY,Kentucky,Clay,9.7,20206,21051,CHD
OH,Ohio,Guernsey,8.3,38287,39059,CANCER
ME,Maine,Kennebec,77.7,124486,23011,CHECKUP
AZ,Arizona,Mohave,4.7,217692,04015,KIDNEY
IL,Illinois,Jersey,83.8,21333,17083,CHOLSCREEN
CO,Colorado,Gilpin,10.2,5873,08047,PHLTH
MI,Michigan,Eaton,6.4,108944,26045,CHD
OK,Oklahoma,Tulsa,6.8,672858,40143,CANCER
IN,Indiana,LaGrange,27.6,40524,18087,ARTHRITIS
OK,Oklahoma,Lincoln,3.9,33829,40081,STROKE
MS,Mississippi,Issaquena,8.9,1280,28055,CHD
OH,Ohio,Huron,10.4,58367,39077,CASTHMA
MT,Montana,Flathead,8.2,108454,30029,CANCER
NE,Nebraska,Madison,7.5,35337,31119,CANCER
MN,Minnesota,Goodhue,6.4,47968,27049,COPD
IL,Illinois,Jersey,6.9,21333,17083,ACCESS2
NE,Nebraska,Garfield,11.1,1839,31071,MHLTH
IA,Iowa,Jefferson,4.5,15647,19101,VISION
OH,Ohio,Trumbull,3.8,201335,39155,KIDNEY
GA,Georgia,Jackson,4.8,80286,13157,VISION
MN,Minnesota,Isanti,18.4,41906,27059,CSMOKING
MO,Missouri,Osage,36.9,13379,29151,HIGHCHOL
NC,North Carolina,Mecklenburg,11.4,1122276,37119,COGNITION
AR,Arkansas,Columbia,10.6,22672,05027,CASTHMA
IA,Iowa,Dickinson,3.8,17851,19059,VISION
AK,Alaska,Hoonah-Angoon,20.5,2332,02105,GHLTH
MI,Michigan,Cheboygan,10,25752,26031,HEARING
AR,Arkansas,Craighead,8.9,112218,05031,INDEPLIVE
NE,Nebraska,Hall,11.1,61979,31079,COGNITION
NY,New York,Albany,11,313743,36001,COGNITION
CO,Colorado,Custer,10.3,5045,08027,CANCER
GA,Georgia,Hall,8.2,207369,13139,INDEPLIVE
CO,Colorado,Delta,13.7,31661,08029,ACCESS2
IL,Illinois,Henderson,12.7,6312,17071,PHLTH
GA,Georgia,Troup,38.4,69720,13285,HIGHCHOL
CO,Colorado,San Miguel,85.2,8074,08113,CHOLSCREEN
AK,Alaska,Copper River,3.5,2630,02066,KIDNEY
KY,Kentucky,Gallatin,31.4,8775,21077,ARTHRITIS
ND,North Dakota,McIntosh,13.4,2513,38051,DIABETES
MT,Montana,Lake,31.2,32033,30047,ARTHRITIS
IL,Illinois,Calhoun,11.5,4369,17013,DIABETES
GA,Georgia,Treutlen,19.4,6306,13283,MHLTH
GA,Georgia,Wheeler,25,7471,13309,CSMOKING
AR,Arkansas,Pike,13.4,10066,05109,BINGE
MI,Michigan,Ottawa,77.8,299157,26139,BPMED
MT,Montana,Broadwater,17.6,7288,30007,CSMOKING
KY,Kentucky,Ohio,4,23688,21183,STROKE
AR,Arkansas,Desha,43.9,11090,05041,DISABILITY
OH,Ohio,Ross,42.8,76891,39141,OBESITY
AR,Arkansas,Little River,15.9,11944,05081,COGNITION
IL,Illinois,Union,18.7,16923,17181,GHLTH
GA,Georgia,Rabun,4.5,17119,13241,STROKE
KY,Kentucky,Bell,15.6,23858,21013,COPD
GA,Georgia,Evans,12.8,10672,13109,BINGE
OK,Oklahoma,Grant,10.7,4131,40053,HEARING
MN,Minnesota,Mower,28,40158,27099,DISABILITY
AL,Alabama,Perry,12.5,8355,01105,CASTHMA
IN,Indiana,Switzerland,8.7,9790,18155,HEARING
NC,North Carolina,Rowan,4.8,148150,37159,SELFCARE
MN,Minnesota,Faribault,16.8,13909,27043,GHLTH
MN,Minnesota,McLeod,83.5,36735,27085,CHOLSCREEN
GA,Georgia,Oconee,10.7,43023,13219,CSMOKING
NC,North Carolina,Buncombe,12.2,271534,37021,COGNITION
CO,Colorado,Weld,71.3,340036,08123,BPMED
MI,Michigan,Menominee,32.3,23299,26109,DISABILITY
IA,Iowa,O'Brien,17,14015,19141,DEPRESSION
